ptid,methods,Analyte,Type,Well,Description,FI,FI - Bkgd,Std Dev,%CV,Conc in Range,Obs Conc,Obs Conc Std Dev,Obs Conc %CV,Exp Conc,(Obs/Exp) * 100,Dilution,Bead Count,batch.x,Sample ID,Conditions,Dilution factor,Note,protein concentration (mcg/ml),batch.y,Sample,normCon
4001,mucus,IFN-g (25),X23,"E8,F8",Sample ID: 4001 Sponge,18,5,5.66,31.43,OOR <,NA,NA,NA,NA,NA,1,"306,237",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,IFN-g (25),X15,"E6,F6",Sample ID: 4001 Tissue,12,-1,0,0,OOR <,NA,NA,NA,NA,NA,1,"160,109",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,NA
4002,epithelial brushings,IFN-g (25),X6,"C4,D4",Sample ID: 4002 Pellet,45,27.8,4.24,9.43,13.06,13.06,1.71,13.09,NA,NA,1,"197,192",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,0.002645881
4002,mucus,IFN-g (25),X31,"E10,F10",Sample ID: 4002 mucus,31.5,14.3,0.71,2.24,OOR <,7.66,0.28,3.66,NA,NA,1,"84,103",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,IFN-g (25),X20,"G7,H7",Sample ID: 4002 tissue,29,11.8,2.83,9.75,OOR <,6.67,1.12,16.76,NA,NA,1,"143,139",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,0.005077629
4006,epithelial brushings,IFN-g (25),X7,"E4,F4",Sample ID: 4006 Pellet,40.8,23.5,3.89,9.54,34.04,34.04,4.68,13.75,NA,NA,3,"129,90",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,0.01925545
4006,mucus,IFN-g (25),X32,"G10,H10",Sample ID: 4006 mucus,22.3,5,0.35,1.59,OOR <,4.02,0.14,3.43,NA,NA,1,"222,129",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,IFN-g (25),X21,"A8,B8",Sample ID: 4006 tissue,22.5,5.3,0.71,3.14,OOR <,4.11,0.28,6.7,NA,NA,1,"111,89",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,0.010624333
4007,epithelial brushings,IFN-g (25),X8,"G4,H4",Sample ID: 4007 Pellet,41.5,24.3,2.12,5.11,34.94,34.94,2.56,7.31,NA,NA,3,"217,196",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,0.017308488
4007,tissue,IFN-g (25),X22,"C8,D8",Sample ID: 4007 tissue,26,8.8,2.83,10.88,OOR <,5.48,1.11,20.26,NA,NA,1,"75,120",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,0.002482059
4012,epithelial brushings,IFN-g (25),X9,"A5,B5",Sample ID: 4012 Pellet,23.3,6,3.18,13.69,OOR <,8.81,2.48,28.18,NA,NA,2,"89,72",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,0.002477301
4012,mucus,IFN-g (25),X33,"A11,B11",Sample ID: 4012 mucus,25,7.8,1.41,5.66,OOR <,5.09,0.55,10.89,NA,NA,1,"127,143",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,IFN-g (25),X23,"E8,F8",Sample ID: 4012 tissue,21.8,4.5,0.35,1.63,OOR <,3.82,0.14,3.6,NA,NA,1,"178,189",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,0.001210582
4023,epithelial brushings,IFN-g (25),X10,"C5,D5",Sample ID: 4023 Pellet,108.5,91.3,14.85,13.69,39.12,39.12,6.17,15.78,NA,NA,1,"111,137",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,0.00585397
4023,mucus,IFN-g (25),X34,"C11,D11",Sample ID: 4023 mucus,26.3,9,2.47,9.43,OOR <,5.58,0.97,17.43,NA,NA,1,"190,212",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4023,tissue,IFN-g (25),X24,"G8,H8",Sample ID: 4023 tissue,17.5,0.3,0.71,4.04,OOR <,2.18,0.27,12.41,NA,NA,1,"137,123",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,0.000526233
4027,epithelial brushings,IFN-g (25),X11,"E5,F5",Sample ID: 4027 Pellet,26,8.8,0,0,OOR <,10.97,0,0,NA,NA,2,"100,129",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,0.003698179
4027,mucus,IFN-g (25),X35,"E11,F11",Sample ID: 4027 mucus,14,-3.3,0,0,OOR <,0.86,0,0,NA,NA,1,"126,86",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,IFN-g (25),X25,"A9,B9",Sample ID: 4027 tissue,18.5,1.3,2.12,11.47,OOR <,2.56,0.82,31.78,NA,NA,1,"112,150",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,0.001091738
4031,epithelial brushings,IFN-g (25),X6,"C4,D4",Sample ID: 4031 Pellet,70.8,57.8,8.13,11.49,OOR <,8.76,1.62,18.55,NA,NA,1,"84,229",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,0.001849576
4031,mucus,IFN-g (25),X24,"G8,H8",Sample ID: 4031 Sponge,22.5,9.5,0.71,3.14,OOR <,NA,NA,NA,NA,NA,1,"199,443",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,IFN-g (25),X16,"G6,H6",Sample ID: 4031 Tissue,12.5,-0.5,0.71,5.66,OOR <,NA,NA,NA,NA,NA,1,"138,130",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,NA
4034,epithelial brushings,IFN-g (25),X12,"G5,H5",Sample ID: 4034 Pellet,55.3,38,20.15,36.48,17.2,17.2,8.18,47.46,NA,NA,1,"74,18",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,0.003974649
4034,mucus,IFN-g (25),X36,"G11,H11",Sample ID: 4034 mucus,92,74.8,5.66,6.15,64.55,64.55,4.68,7.25,NA,NA,2,"100,102",expt1,4034 mucus,AERD+nosteroids,2,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4034,tissue,IFN-g (25),X26,"C9,D9",Sample ID: 4034 tissue,15.5,-1.8,0.71,4.56,OOR <,1.42,0.27,18.83,NA,NA,1,"151,149",expt1,4034 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2442.4373,expt1,NA,0.000581386
4037,epithelial brushings,IFN-g (25),X7,"E4,F4",Sample ID: 4037 Pellet,67.5,54.5,2.12,3.14,OOR <,8.11,0.43,5.26,NA,NA,1,"448,519",expt2,4037 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,3765.3332,expt2,X7,0.00215386
4037,mucus,IFN-g (25),X25,"A9,B9",Sample ID: 4037 Sponge,13.5,0.5,0.71,5.24,OOR <,NA,NA,NA,NA,NA,1,"173,109",expt2,4037 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X25,NA
4040,epithelial brushings,IFN-g (25),X13,"A6,B6",Sample ID: 4040 Pellet,38.8,21.5,1.06,2.74,31.64,31.64,1.27,4.03,NA,NA,3,"250,218",expt1,4040 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2789.7992,expt1,NA,0.011341318
4040,mucus,IFN-g (25),X37,"A12,B12",Sample ID: 4040 mucus,28,10.8,5.66,20.2,OOR <,6.27,2.23,35.54,NA,NA,1,"131,139",expt1,4040 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4040,tissue,IFN-g (25),X27,"E9,F9",Sample ID: 4040 tissue,16,-1.3,0,0,OOR <,1.61,0,0,NA,NA,1,"153,148",expt1,4040 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4586.2894,expt1,NA,0.000351046
4042,epithelial brushings,IFN-g (25),X14,"C6,D6",Sample ID: 4042 Pellet,74,56.8,2.83,3.82,24.86,24.86,1.16,4.67,NA,NA,1,"307,210",expt1,4042 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2385.6494,expt1,NA,0.010420643
4042,mucus,IFN-g (25),X38,"C12,D12",Sample ID: 4042 mucus,23.3,6,1.77,7.6,OOR <,4.41,0.69,15.66,NA,NA,1,"204,244",expt1,4042 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4042,tissue,IFN-g (25),X28,"G9,H9",Sample ID: 4042 tissue,14,-3.3,0,0,OOR <,0.86,0,0,NA,NA,1,"438,532",expt1,4042 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1557.4886,expt1,NA,0.000552171
4048,epithelial brushings,IFN-g (25),X15,"E6,F6",Sample ID: 4048 Pellet,52.5,35.3,0.71,1.35,16.09,16.09,0.29,1.78,NA,NA,1,"181,184",expt1,4048 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3008.133,expt1,NA,0.005348833
4048,mucus,IFN-g (25),X39,"E12,F12",Sample ID: 4048 mucus,37,19.8,1.41,3.82,9.85,9.85,0.57,5.74,NA,NA,1,"92,155",expt1,4048 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4048,tissue,IFN-g (25),X29,"A10,B10",Sample ID: 4048 tissue,13.5,-3.8,2.12,15.71,OOR <,0.67,0.78,115.39,NA,NA,1,"112,125",expt1,4048 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2605.0263,expt1,NA,0.000257195
4049,epithelial brushings,IFN-g (25),X16,"G6,H6",Sample ID: 4049 Pellet,44.3,27,1.06,2.4,12.75,12.75,0.43,3.35,NA,NA,1,"97,110",expt1,4049 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3514.4816,expt1,NA,0.003627847
4049,mucus,IFN-g (25),X40,"G12,H12",Sample ID: 4049 mucus,14.8,-2.5,1.06,7.19,OOR <,1.14,0.4,35.02,NA,NA,1,"142,164",expt1,4049 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4049,tissue,IFN-g (25),X30,"C10,D10",Sample ID: 4049 tissue,14.5,-2.8,0.71,4.88,OOR <,1.04,0.26,25.4,NA,NA,1,"121,108",expt1,4049 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2279.8483,expt1,NA,0.000456171
4051,epithelial brushings,IFN-g (25),X8,"G4,H4",Sample ID: 4051 Pellet,45.3,32.3,1.06,2.34,OOR <,3.46,0.23,6.73,NA,NA,1,"174,226",expt2,4051 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,5154.3078,expt2,X8,0.000671283
4051,mucus,IFN-g (25),X26,"C9,D9",Sample ID: 4051 Sponge,21.3,8.3,3.18,14.97,OOR <,NA,NA,NA,NA,NA,2,"120,112",expt2,4051 Sponge,AERD+steroids,2,nasal mucus eluted in PI solution,NA,expt2,X26,NA
4051,tissue,IFN-g (25),X17,"A7,B7",Sample ID: 4051 Tissue,11.5,-1.5,2.12,18.45,OOR <,NA,NA,NA,NA,NA,1,"175,158",expt2,4051 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,5529.3056,expt2,X17,NA
4078,epithelial brushings,IFN-g (25),X9,"A5,B5",Sample ID: 4078 pellet,42.3,29.3,1.06,2.51,OOR <,5.59,0.48,8.52,NA,NA,2,"268,222",expt2,4078 pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,6298.968,expt2,X9,0.000887447
4078,mucus,IFN-g (25),X27,"E9,F9",Sample ID: 4078 Sponge,18,5,1.41,7.86,OOR <,NA,NA,NA,NA,NA,1,"114,157",expt2,4078 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X27,NA
4078,tissue,IFN-g (25),X18,"C7,D7",Sample ID: 4078 Tissue,14.5,1.5,0.71,4.88,OOR <,NA,NA,NA,NA,NA,1,"467,761",expt2,4078 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,3054.789,expt2,X18,NA
0,Background,IL-10 (27),B,"A1,B1",Reagent Name: Background0,14.5,14.5,0.71,4.88,NA,NA,NA,NA,NA,NA,1,"100,106",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
0,Background,IL-10 (27),B,"A1,B1",Reagent Name: Background0,13,13,1.41,10.88,NA,NA,NA,NA,NA,NA,1,"100,73",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-10 (27),X1,"A3,B3",Sample ID: QC1,192.8,179.8,3.89,2.02,18.26,18.26,0.37,2.02,NA,NA,1,"126,94",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-10 (27),X1,"A3,B3",Sample ID: QC1,56.5,42,3.54,6.26,11.63,11.63,0.99,8.48,NA,NA,1,"84,118",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-10 (27),S1,"C1,D1",Reagent Name: Standard1,19,4.5,0,0,1.2,1.2,0,0,1.22,98,1,"91,109",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-10 (27),S1,"C1,D1",Reagent Name: Standard1,25,12,4.24,16.97,1.2,1.2,0.57,48.45,1.22,98,1,"89,86",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-10 (27),X2,"C3,D3",Sample ID: QC2,2025.8,2012.8,52.68,2.6,201.23,201.23,5.73,2.85,NA,NA,1,"76,60",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-10 (27),X2,"C3,D3",Sample ID: QC2,445.3,430.8,12.37,2.78,120.9,120.9,3.5,2.89,NA,NA,1,"79,98",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-10 (27),S2,"E1,F1",Reagent Name: Standard2,32.5,18,0.71,2.18,4.94,4.94,0.2,3.98,4.88,101,1,"104,81",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-10 (27),S2,"E1,F1",Reagent Name: Standard2,58.3,45.3,1.77,3.03,5.03,5.03,0.19,3.74,4.88,103,1,"112,78",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-10 (27),S3,"G1,H1",Reagent Name: Standard3,85.3,70.8,0.35,0.41,19.65,19.65,0.1,0.5,19.53,101,1,"98,126",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-10 (27),S3,"G1,H1",Reagent Name: Standard3,200.5,187.5,0.71,0.35,18.99,18.99,7.00E-02,0.35,19.53,97,1,"90,79",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-10 (27),S4,"A2,B2",Reagent Name: Standard4,290,275.5,14.14,4.88,77.1,77.1,3.98,5.16,78.13,99,1,"101,101",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-10 (27),S4,"A2,B2",Reagent Name: Standard4,836.8,823.8,78.14,9.34,79.16,79.16,7.56,9.54,78.13,101,1,"93,96",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-10 (27),S5,"C2,D2",Reagent Name: Standard5,1121.5,1107,44.55,3.97,314.69,314.69,12.97,4.12,312.5,101,1,"94,108",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-10 (27),S5,"C2,D2",Reagent Name: Standard5,3023,3010,115.97,3.84,314.87,314.87,13.81,4.39,312.5,101,1,"79,115",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-10 (27),S6,"E2,F2",Reagent Name: Standard6,3939.8,3925.3,484.01,12.29,1248.45,1248.45,191.44,15.29,1250,100,1,"92,98",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-10 (27),S6,"E2,F2",Reagent Name: Standard6,9138.5,9125.5,79.9,0.87,1235.93,1235.93,14.6,1.18,1250,99,1,"97,81",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-10 (27),S7,"G2,H2",Reagent Name: Standard7,8334,8319.5,408.71,4.9,5002.31,5002.31,973.48,19.09,5000,100,1,"72,109",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-10 (27),S7,"G2,H2",Reagent Name: Standard7,23241.3,23228.3,1242.03,5.34,5020.66,5020.66,453.87,9.03,5000,100,1,"116,73",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3991,epithelial brushings,IL-10 (27),X3,"E3,F3",Sample ID: 3991 Pellet,41.8,28.8,5.3,12.7,3.22,3.22,0.6,18.66,NA,NA,1,"49,60",expt2,3991 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,1465.8602,expt2,X3,0.002196662
3994,epithelial brushings,IL-10 (27),X3,"E3,F3",Sample ID: 3994 Pellet,41.8,27.3,0.35,0.85,7.52,7.52,0.1,1.31,NA,NA,1,"118,120",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,0.002421365
3994,tissue,IL-10 (27),X17,"A7,B7",Sample ID: 3994 tissue,78,63.5,7.07,9.07,17.63,17.63,1.98,11.21,NA,NA,1,"81,191",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,0.008044404
3995,epithelial brushings,IL-10 (27),X4,"G3,H3",Sample ID: 3995 Pellet,90.3,75.8,0.35,0.39,42.1,42.1,0.2,0.47,NA,NA,2,"126,151",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,0.021601023
3995,tissue,IL-10 (27),X18,"C7,D7",Sample ID: 3995 tissue,26.3,11.8,2.47,9.43,3.21,3.21,0.69,21.42,NA,NA,1,"84,78",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,0.001955998
3996,epithelial brushings,IL-10 (27),X5,"A4,B4",Sample ID: 3996 Pellet,65,50.5,2.83,4.35,14,14,0.79,5.64,NA,NA,1,"70,152",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,0.004802374
3996,tissue,IL-10 (27),X19,"E7,F7",Sample ID: 3996 tissue,96.8,82.3,2.47,2.56,22.87,22.87,0.69,3.03,NA,NA,1,"115,106",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,0.007377987
3999,epithelial brushings,IL-10 (27),X4,"G3,H3",Sample ID: 3999 Pellet,53.5,40.5,2.12,3.97,9.04,9.04,0.46,5.07,NA,NA,2,"465,483",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,0.002427807
3999,tissue,IL-10 (27),X14,"C6,D6",Sample ID: 3999 Tissue,76,63,2.83,3.72,6.88,6.88,0.29,4.22,NA,NA,1,"113,81",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,0.002594777
4001,epithelial brushings,IL-10 (27),X5,"A4,B4",Sample ID: 4001 Pellet,31.3,18.3,1.06,3.39,1.99,1.99,0.13,6.51,NA,NA,1,"135,152",expt2,4001 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,7202.9292,expt2,X5,0.000276276
4001,mucus,IL-10 (27),X23,"E8,F8",Sample ID: 4001 Sponge,245.5,232.5,0.71,0.29,23.24,23.24,7.00E-02,0.29,NA,NA,1,"193,160",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,IL-10 (27),X15,"E6,F6",Sample ID: 4001 Tissue,162.8,149.8,8.13,5,15.4,15.4,0.78,5.05,NA,NA,1,"101,102",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,0.002223747
4002,epithelial brushings,IL-10 (27),X6,"C4,D4",Sample ID: 4002 Pellet,39,24.5,5.66,14.5,6.75,6.75,1.57,23.32,NA,NA,1,"485,354",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,0.001367511
4002,mucus,IL-10 (27),X31,"E10,F10",Sample ID: 4002 mucus,67.8,53.3,2.47,3.65,14.76,14.76,0.69,4.68,NA,NA,1,"101,96",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,IL-10 (27),X20,"G7,H7",Sample ID: 4002 tissue,57.3,42.8,1.06,1.85,11.83,11.83,0.3,2.5,NA,NA,1,"131,126",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,0.009005751
4006,epithelial brushings,IL-10 (27),X7,"E4,F4",Sample ID: 4006 Pellet,31.3,16.8,1.77,5.66,13.78,13.78,1.47,10.69,NA,NA,3,"119,80",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,0.00779495
4006,mucus,IL-10 (27),X32,"G10,H10",Sample ID: 4006 mucus,59.5,45,2.12,3.57,12.46,12.46,0.59,4.75,NA,NA,1,"144,115",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,IL-10 (27),X21,"A8,B8",Sample ID: 4006 tissue,15.8,1.3,0.35,2.24,OOR <,0.3,0.1,32.45,NA,NA,1,"132,106",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,0.000775499
4007,epithelial brushings,IL-10 (27),X8,"G4,H4",Sample ID: 4007 Pellet,34,19.5,1.41,4.16,16.08,16.08,1.18,7.34,NA,NA,3,"299,306",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,0.007965669
4007,tissue,IL-10 (27),X22,"C8,D8",Sample ID: 4007 tissue,45.5,31,3.54,7.77,8.56,8.56,0.98,11.51,NA,NA,1,"98,189",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,0.003877084
4012,epithelial brushings,IL-10 (27),X9,"A5,B5",Sample ID: 4012 Pellet,38,23.5,1.41,3.72,12.94,12.94,0.79,6.08,NA,NA,2,"352,371",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,0.003638623
4012,mucus,IL-10 (27),X33,"A11,B11",Sample ID: 4012 mucus,219.3,204.8,10.25,4.68,57.2,57.2,2.88,5.03,NA,NA,1,"126,124",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,IL-10 (27),X23,"E8,F8",Sample ID: 4012 tissue,61.3,46.8,3.18,5.2,12.95,12.95,0.89,6.85,NA,NA,1,"140,126",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,0.004103937
4023,epithelial brushings,IL-10 (27),X10,"C5,D5",Sample ID: 4023 Pellet,40,25.5,2.83,7.07,7.03,7.03,0.79,11.2,NA,NA,1,"196,266",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,0.001051979
4023,mucus,IL-10 (27),X34,"C11,D11",Sample ID: 4023 mucus,102.5,88,2.12,2.07,24.47,24.47,0.59,2.42,NA,NA,1,"158,139",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4023,tissue,IL-10 (27),X24,"G8,H8",Sample ID: 4023 tissue,49,34.5,4.24,8.66,9.53,9.53,1.18,12.4,NA,NA,1,"101,104",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,0.002300458
4027,epithelial brushings,IL-10 (27),X11,"E5,F5",Sample ID: 4027 Pellet,37,22.5,1.41,3.82,12.39,12.39,0.79,6.35,NA,NA,2,"457,374",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,0.004176886
4027,mucus,IL-10 (27),X35,"E11,F11",Sample ID: 4027 mucus,31.3,16.8,1.06,3.39,4.59,4.59,0.29,6.42,NA,NA,1,"118,106",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,IL-10 (27),X25,"A9,B9",Sample ID: 4027 tissue,22,7.5,0,0,2.03,2.03,0,0,NA,NA,1,"107,148",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,0.000865715
4031,epithelial brushings,IL-10 (27),X6,"C4,D4",Sample ID: 4031 Pellet,33,20,1.41,4.29,2.2,2.2,0.17,7.71,NA,NA,1,"159,380",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,0.000464505
4031,mucus,IL-10 (27),X24,"G8,H8",Sample ID: 4031 Sponge,1106.8,1093.8,151.67,13.7,105.62,105.62,15.06,14.26,NA,NA,1,"134,239",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,IL-10 (27),X16,"G6,H6",Sample ID: 4031 Tissue,40.5,27.5,2.12,5.24,3.08,3.08,0.24,7.85,NA,NA,1,"82,102",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,0.001895563
4034,epithelial brushings,IL-10 (27),X12,"G5,H5",Sample ID: 4034 Pellet,63.5,49,14.85,23.38,13.58,13.58,4.14,30.51,NA,NA,1,"120,35",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,0.003138124
4034,mucus,IL-10 (27),X36,"G11,H11",Sample ID: 4034 mucus,112.8,98.3,2.47,2.2,54.68,54.68,1.39,2.53,NA,NA,2,"92,104",expt1,4034 mucus,AERD+nosteroids,2,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4034,tissue,IL-10 (27),X26,"C9,D9",Sample ID: 4034 tissue,24,9.5,1.41,5.89,2.58,2.58,0.39,15.19,NA,NA,1,"123,134",expt1,4034 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2442.4373,expt1,NA,0.001056322
4037,epithelial brushings,IL-10 (27),X7,"E4,F4",Sample ID: 4037 Pellet,31,18,0,0,1.96,1.96,0,0,NA,NA,1,"418,481",expt2,4037 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,3765.3332,expt2,X7,0.000520538
4037,mucus,IL-10 (27),X25,"A9,B9",Sample ID: 4037 Sponge,103,90,0.71,0.69,9.6,9.6,7.00E-02,0.73,NA,NA,1,"118,84",expt2,4037 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X25,NA
